class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),19/10/2020,1034603,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),20/10/2020,1040911,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),21/10/2020,1047994,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),22/10/2020,1054047,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),23/10/2020,1061747,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),24/10/2020,1067143,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),25/10/2020,1070181,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),26/10/2020,1072492,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),27/10/2020,1075827,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),28/10/2020,1083230,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),29/10/2020,1090702,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),30/10/2020,1096666,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),31/10/2020,1101067,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),01/11/2020,1104113,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),02/11/2020,1106568,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),03/11/2020,1113739,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),04/11/2020,1120130,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),05/11/2020,1126986,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),06/11/2020,1132820,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),07/11/2020,1136936,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),08/11/2020,1139978,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),09/11/2020,1142938,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),10/11/2020,1148933,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),11/11/2020,1155514,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),12/11/2020,1162740,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),13/11/2020,1169062,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),14/11/2020,1179587,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),15/11/2020,1184885,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),16/11/2020,1191034,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),17/11/2020,1199426,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),18/11/2020,1208091,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),19/11/2020,1217383,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),20/11/2020,1224397,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),21/11/2020,1230901,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),22/11/2020,1234175,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),23/11/2020,1237736,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),24/11/2020,1243518,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),25/11/2020,1252601,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),26/11/2020,1260055,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),27/11/2020,1266944,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),28/11/2020,1272586,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),29/11/2020,1275525,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),30/11/2020,1278690,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),01/12/2020,1285766,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),02/12/2020,1291609,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),03/12/2020,1298455,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),04/12/2020,1304502,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),05/12/2020,1309992,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),06/12/2020,1312307,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),07/12/2020,1315201,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),08/12/2020,1321598,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),11/12/2020,1332470,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),13/12/2020,1341978,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),14/12/2020,1344192,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),15/12/2020,1352462,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),16/12/2020,1352462,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),18/12/2020,1363124,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),20/12/2020,1371889,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),21/12/2020,1374050,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),23/12/2020,1381545,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),27/12/2020,1396752,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),29/12/2020,1398932,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),31/12/2020,1405854,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),03/01/2021,1414422,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),05/01/2021,1419361,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),07/01/2021,1426787,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),10/01/2021,1438446,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),11/01/2021,1441163,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),13/01/2021,1448199,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),15/01/2021,1457076,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),17/01/2021,1463890,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),18/01/2021,1465758,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),20/01/2021,1472326,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),22/01/2021,1480691,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),24/01/2021,1489913,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),26/01/2021,1493495,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),27/01/2021,1504309,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),28/01/2021,1512616,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),01/02/2021,1535292,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),02/02/2021,1537594,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),03/02/2021,1541701,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),04/02/2021,1546832,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),05/02/2021,1551707,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),08/02/2021,1562891,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),09/02/2021,1565107,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),10/02/2021,1567952,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),11/02/2021,1573692,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),12/02/2021,1578782,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),14/02/2021,1586816,Number,15/02/2021
Health,COVID-19,Tests per day,Total tests (cumulative),Total tests (cumulative),15/02/2021,1589949,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/02/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/02/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/03/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/03/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,31/03/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/04/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/04/2020,2,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/04/2020,4,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/04/2020,4,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/04/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/04/2020,9,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/04/2020,9,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/04/2020,9,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/04/2020,11,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/04/2020,11,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/04/2020,12,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/04/2020,12,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/04/2020,13,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/04/2020,14,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/04/2020,16,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/04/2020,17,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/04/2020,18,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/04/2020,18,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/04/2020,19,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/04/2020,19,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/04/2020,19,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/04/2020,19,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/05/2020,19,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/05/2020,20,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/05/2020,20,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/05/2020,20,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/05/2020,20,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/05/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/05/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/05/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,31/05/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,31/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,31/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/09/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/09/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/09/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/09/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/09/2020,24,Number,15/02/2021
